image_url,Cluster,Sentiment
https://media.rtm.com/thegreatexchange/large/8563ccf2-b80a-4883-9809-609fe6c7e820.jpeg,36,Positive
https://media.rtm.com/thegreatexchange/large/d15c7c33-dac8-4a6d-8e62-9da61b485d90.jpeg,53,Negative
https://media.rtm.com/thegreatexchange/large/60d70c64-f2a5-4b29-a904-017e727bc06d.jpeg,24,Positive
https://media.rtm.com/thegreatexchange/large/404e95b2-d4e5-4e14-a5ee-b6482d922ac4.jpeg,68,Positive
https://media.rtm.com/thegreatexchange/large/aa142c06-5fb2-47e1-ae73-301356a947b8.jpeg,63,Positive
https://media.rtm.com/thegreatexchange/large/993f1b48-d7e0-4c88-a1a7-aadcb8840e7b.jpeg,30,Positive
https://media.rtm.com/thegreatexchange/large/3387aa87-f51f-43aa-8649-ad9bd4d0dc81.jpeg,34,Positive
https://media.rtm.com/thegreatexchange/large/a7ad408b-8592-4841-a643-494acce0ad47.jpeg,9,Positive
https://media.rtm.com/thegreatexchange/large/3e2636f4-c0a3-4d16-a646-cbc2b1413cc9.jpeg,82,Negative
https://media.rtm.com/thegreatexchange/large/a06de762-c4b7-4886-98fd-60b5c6ae1b19.jpeg,98,Positive
https://media.rtm.com/thegreatexchange/large/66678da1-beb2-46ca-9715-edf2fb1065b1.jpeg,6,Positive
https://media.rtm.com/thegreatexchange/large/d34ca56e-4ac3-44e9-bda3-4e342646deef.jpeg,79,Positive
https://media.rtm.com/thegreatexchange/large/f1514bc7-2267-4a46-a33e-e5090ccc47e6.jpeg,27,Positive
https://media.rtm.com/thegreatexchange/large/69107335-13ff-444a-8b29-cc10a4e762f6.jpeg,59,Positive
https://media.rtm.com/thegreatexchange/large/dee069af-f8dc-423b-ab9b-3cbc5cd3ae08.jpeg,36,Positive
https://media.rtm.com/thegreatexchange/large/2047fa9f-1221-418f-8cb2-f0bc69502039.jpeg,89,Positive
https://media.rtm.com/thegreatexchange/large/130db66b-a3aa-4c1e-be3e-b5b7b90c5a8f.jpeg,14,Positive
https://media.rtm.com/thegreatexchange/large/d2fa309b-b551-4bad-a559-fd5d91c52659.jpeg,46,Negative
https://media.rtm.com/thegreatexchange/large/d7807bd8-7046-46f9-8363-66270d57e1b5.jpeg,59,Positive
https://media.rtm.com/thegreatexchange/large/e575f77a-6206-4848-b3b1-e822609ee540.jpeg,3,Neutral
https://media.rtm.com/thegreatexchange/large/3a215ff8-5da0-4047-abf3-eb27745dc8a0.jpeg,41,Positive
https://media.rtm.com/thegreatexchange/large/e6233b96-57bb-4370-905c-1596a5cc0eaa.jpeg,56,Positive
https://media.rtm.com/thegreatexchange/large/ac04b9bc-739c-4584-8a73-396bf05c9768.jpeg,96,Positive
https://media.rtm.com/thegreatexchange/large/d6940cb8-c630-486c-b555-eae32b8b06c8.jpeg,33,Positive
https://media.rtm.com/thegreatexchange/large/895645f4-4a96-4a6b-a16a-b1f8ee8f6fe9.jpeg,42,Positive
https://media.rtm.com/thegreatexchange/large/497ca849-632f-4db5-962f-48155453a9ca.jpeg,7,Neutral
https://media.rtm.com/thegreatexchange/large/506c3025-a946-411f-93ae-16054a39efa4.jpeg,58,Negative
https://media.rtm.com/thegreatexchange/large/6df3706c-e8a2-4e10-8509-9fd288f5b81c.jpeg,30,Positive
https://media.rtm.com/thegreatexchange/large/cb7ca0cc-db0e-441b-ab55-8d83facd36e5.jpeg,3,Positive
https://media.rtm.com/thegreatexchange/large/38507e69-072a-49aa-96f0-75e57057a844.jpeg,13,Positive
https://media.rtm.com/thegreatexchange/large/13cd9973-2857-4c6c-9633-cf1009e3bc62.jpeg,0,Positive
https://media.rtm.com/thegreatexchange/large/cb8e4d8d-f9cf-4b7f-af83-10de9386d42c.jpeg,52,Positive
https://media.rtm.com/thegreatexchange/large/64596a88-4485-4d24-bfdb-0d45cc448509.jpeg,34,Positive
https://media.rtm.com/thegreatexchange/large/486acc75-f120-40f9-8697-1ac7c6eef374.jpeg,62,Positive
https://media.rtm.com/thegreatexchange/large/89ae2014-35c5-49f2-b4d4-5fe6fa67c3a6.jpeg,41,Positive
https://media.rtm.com/thegreatexchange/large/932e7d89-db36-4d3d-b030-81e4e260a306.jpeg,45,Positive
https://media.rtm.com/thegreatexchange/large/092e6efb-365b-4d45-a470-15ee18b799cb.jpeg,12,Positive
https://media.rtm.com/thegreatexchange/large/dace437d-f7b7-497c-97cc-2d55834fa8f9.jpeg,40,Positive
https://media.rtm.com/thegreatexchange/large/57c43fdb-9274-4460-9351-c0c35f8c2f09.jpeg,50,Positive
https://media.rtm.com/thegreatexchange/large/84b8fa4a-1b4b-44e9-b66a-b86cc646ee92.jpeg,93,Positive
https://media.rtm.com/thegreatexchange/large/f3cddbb9-ad23-4f4d-a568-ac7779077451.jpeg,27,Positive
https://media.rtm.com/thegreatexchange/large/8bc23169-cd9c-465d-992e-50c8816ea363.jpeg,64,Positive
https://media.rtm.com/thegreatexchange/large/d9d219c9-fcba-4ccd-b599-2c62f42acc6a.jpeg,15,Positive
https://media.rtm.com/thegreatexchange/large/96dbcd54-6796-4b5d-ba2e-3d647f26516c.jpeg,20,Negative
https://media.rtm.com/thegreatexchange/large/7460078a-c1c9-48ef-88a1-45cb50768890.jpeg,2,Positive
https://media.rtm.com/thegreatexchange/large/bcbf64f1-a68c-4353-b083-a29074ec2aef.jpeg,25,Positive
https://media.rtm.com/thegreatexchange/large/aec67d5c-5c42-4c28-9256-d87d70004a79.jpeg,80,Positive
https://media.rtm.com/thegreatexchange/large/7cc66c79-8f91-42de-8a84-ef7e1758bf43.jpeg,31,Positive
https://media.rtm.com/thegreatexchange/large/827ebe9d-64c7-455d-b6e8-6f8e7a424b04.jpeg,59,Neutral
https://media.rtm.com/thegreatexchange/large/eb7f51b1-e78f-4ee2-8c45-dd07dfca95b6.jpeg,78,Neutral
https://media.rtm.com/thegreatexchange/large/50968fa6-78dc-457a-80f2-0a7ff8b63367.jpeg,3,Positive
https://media.rtm.com/thegreatexchange/large/3343174b-ea6a-468d-97c3-6cd2b5620715.jpeg,41,Positive
https://media.rtm.com/thegreatexchange/large/1b6fc9ed-818d-41b2-bfea-ac0aff43b56c.jpeg,4,Neutral
https://media.rtm.com/thegreatexchange/large/96599d65-dceb-4273-aa90-bc3879b271be.jpeg,47,Positive
https://media.rtm.com/thegreatexchange/large/9f847186-a627-4397-91e3-e6c7e1edb840.jpeg,57,Positive
https://media.rtm.com/thegreatexchange/large/ba0b71bd-f131-471b-b3a1-cc4dc0bce459.jpeg,46,Neutral
https://media.rtm.com/thegreatexchange/large/25771851-8120-4898-9695-38e1c67d5a02.jpeg,68,Negative
https://media.rtm.com/thegreatexchange/large/12cec5dc-1d02-46ed-b975-97d84415c40f.jpeg,29,Neutral
https://media.rtm.com/thegreatexchange/large/3d9b26c8-f79c-42a1-a35a-098cfe504053.jpeg,2,Positive
https://media.rtm.com/thegreatexchange/large/5aed29fa-0e58-4da8-89f0-36751605d1c2.jpeg,3,Positive
https://media.rtm.com/thegreatexchange/large/76db0f0c-249d-4f79-94f3-f33be1bdac11.jpeg,14,Positive
https://media.rtm.com/thegreatexchange/large/d15be37c-30de-42d6-82da-0d6798eb2eab.jpeg,11,Negative
https://media.rtm.com/thegreatexchange/large/2f3c44b8-4c63-40cf-b94f-8d9f8bfce158.jpeg,24,Positive
https://media.rtm.com/thegreatexchange/large/662fef7e-8200-4ff9-9a7b-34bec40b7f74.jpeg,3,Positive
https://media.rtm.com/thegreatexchange/large/d3378d3e-7a28-42ee-9ebb-fb393d352439.jpeg,24,Positive
https://media.rtm.com/thegreatexchange/large/ba8c4e53-1a6d-477b-b798-af23f0fef50c.jpeg,7,Negative
https://media.rtm.com/thegreatexchange/large/cae7939c-8fc4-42f7-b372-7ce586817785.jpeg,17,Positive
https://media.rtm.com/thegreatexchange/large/fa16c837-3eac-45f1-b812-9445d02e150c.jpeg,4,Positive
https://media.rtm.com/thegreatexchange/large/2f5ce9ba-609b-4072-a825-c042c1d63817.jpeg,60,Positive
https://media.rtm.com/thegreatexchange/large/0826af24-030d-4d22-aef7-b38a48433e79.jpeg,94,Positive
https://media.rtm.com/thegreatexchange/large/f6ef0caa-ff3c-4ae4-aa64-e5e07fcb6c9b.jpeg,27,Positive
https://media.rtm.com/thegreatexchange/large/d4627ce5-2432-4a71-b1af-ecc10a126513.jpeg,30,Negative
https://media.rtm.com/thegreatexchange/large/5b0b89d9-2646-425c-8fe9-be5d11ea69aa.jpeg,60,Positive
https://media.rtm.com/thegreatexchange/large/13bb9e9e-1de7-401d-8cfd-99321bebe5e9.jpeg,95,Negative
https://media.rtm.com/thegreatexchange/large/e4d2b97c-bceb-4ee0-98be-742a61898c39.jpeg,78,Positive
https://media.rtm.com/thegreatexchange/large/a407d5f3-e52e-4fbc-a2d6-f74095910318.jpeg,39,Positive
https://media.rtm.com/thegreatexchange/large/4561fa40-c949-4bfe-b38c-182d01f61728.jpeg,51,Positive
https://media.rtm.com/thegreatexchange/large/d7d92099-d05c-430c-99b1-3246a91942c0.jpeg,32,Positive
https://media.rtm.com/thegreatexchange/large/34209ce3-161a-46f8-a4d0-d09228d363cf.jpeg,99,Positive
https://media.rtm.com/thegreatexchange/large/bb6bb66d-f8d1-4bff-bd66-4ecdf53b15e6.jpeg,60,Positive
https://media.rtm.com/thegreatexchange/large/e47bca1b-b8e0-4269-afc1-fb28cde2e635.jpeg,7,Positive
https://media.rtm.com/thegreatexchange/large/3e68ec08-8c00-477e-bbc9-39eaab100bdd.jpeg,46,Neutral
https://media.rtm.com/thegreatexchange/large/b09fb62d-1156-4db6-9342-17b6e1d0d66b.jpeg,85,Negative
https://media.rtm.com/thegreatexchange/large/c7d07da6-82e7-4246-bd54-53ea0a4ee6bd.jpeg,77,Negative
https://media.rtm.com/thegreatexchange/large/4faf7f4a-ee9e-4a29-8c49-172c744c418b.jpeg,12,Positive
https://media.rtm.com/thegreatexchange/large/e09bb342-edce-43aa-9f89-a9467549f7cf.jpeg,75,Positive
https://media.rtm.com/thegreatexchange/large/699b9757-500c-45de-a1ee-28ddeb6a32c9.jpeg,29,Positive
https://media.rtm.com/thegreatexchange/large/14f8f273-747d-4d8a-85e5-5abce6b4f7f9.jpeg,2,Positive
https://media.rtm.com/thegreatexchange/large/cfdb9691-f1a7-44cb-a8ac-800cfe91ae58.jpeg,4,Negative
https://media.rtm.com/thegreatexchange/large/c1f6f5ac-f1d1-4ab5-92d5-2512386e3f35.jpeg,45,Positive
https://media.rtm.com/thegreatexchange/large/556d98b5-9e85-44be-be67-7876bae2936e.jpeg,58,Neutral
https://media.rtm.com/thegreatexchange/large/d95195ce-8568-4ee0-bf8e-f02d98804103.jpeg,14,Positive
https://media.rtm.com/thegreatexchange/large/64ba260e-9252-4d20-9f54-943179e5fc73.jpeg,65,Positive
https://media.rtm.com/thegreatexchange/large/1b2832b5-2678-4600-b9c3-f1ba226575f3.jpeg,80,Negative
https://media.rtm.com/thegreatexchange/large/7e4195af-32ff-4daf-b65a-0c523c631b55.jpeg,25,Negative
https://media.rtm.com/thegreatexchange/large/7f5622f4-4b3f-4f3f-bfb7-2b9a8e567c83.jpeg,72,Positive
https://media.rtm.com/thegreatexchange/large/a13e021d-26b5-4a19-b011-9a5af40c3846.jpeg,80,Neutral
https://media.rtm.com/thegreatexchange/large/51165145-abbc-41d2-b375-dd8a40c35801.jpeg,28,Positive
https://media.rtm.com/thegreatexchange/large/f7096f2d-98dd-455b-8b5e-6371d1801964.jpeg,59,Positive
https://media.rtm.com/thegreatexchange/large/9b251193-2dc4-407b-8e32-01369238e201.jpeg,81,Positive
https://media.rtm.com/thegreatexchange/large/21f4895f-eb30-44d0-9e11-7704820ffcf8.jpeg,94,Negative
https://media.rtm.com/thegreatexchange/large/cefbc9d3-b162-499e-aec8-a59864fb19d3.jpeg,0,Positive
https://media.rtm.com/thegreatexchange/large/ed6160ed-670c-450b-a3f1-14e278e11e42.jpeg,46,Positive
https://media.rtm.com/thegreatexchange/large/0130f127-59cd-4eaf-845e-dcfcb33b3acd.jpeg,57,Positive
https://media.rtm.com/thegreatexchange/large/5f2f1e52-ddd1-4525-9992-dff2e15565d7.jpeg,78,Positive
https://media.rtm.com/thegreatexchange/large/0f9e0e64-82b4-449c-adbd-bf3d02c9e08b.jpeg,99,Negative
https://media.rtm.com/thegreatexchange/large/36b674c9-33e4-4522-84c3-a946c68d7d35.jpeg,1,Positive
https://media.rtm.com/thegreatexchange/large/1de363fb-a84f-409f-b121-f1ad6e6b5803.jpeg,45,Positive
https://media.rtm.com/thegreatexchange/large/6926d348-28d2-4a33-af71-0d6682aed4ea.jpeg,55,Positive
https://media.rtm.com/thegreatexchange/large/6308823e-a20c-4a5c-8e47-7ad64dbe2dad.jpeg,40,Positive
https://media.rtm.com/thegreatexchange/large/3443373a-0d9e-4c20-91bc-d471a05e17b1.jpeg,46,Positive
https://media.rtm.com/thegreatexchange/large/efdaaeb3-1fa1-4e27-8802-a1d4d03634e1.jpeg,6,Positive
https://media.rtm.com/thegreatexchange/large/2d56def4-6dfb-4156-b9b0-efec06c99bee.jpeg,4,Positive
https://media.rtm.com/thegreatexchange/large/be6ab572-4401-4f0e-896b-ca0d9f495179.jpeg,61,Positive
https://media.rtm.com/thegreatexchange/large/2930d924-5a81-4911-abf2-39b59dd59584.jpeg,59,Negative
https://media.rtm.com/thegreatexchange/large/7849e81c-fc65-434d-b308-eda8f0dc2e91.jpeg,15,Neutral
https://media.rtm.com/thegreatexchange/large/dfddda46-c57c-4bf4-9848-63d8dd51f8ca.jpeg,42,Neutral
https://media.rtm.com/thegreatexchange/large/b6ec2939-029c-4967-a58e-9bd22680c247.jpeg,71,Negative
https://media.rtm.com/thegreatexchange/large/4490afd8-cfd4-46d8-83e7-caf072987cc1.jpeg,49,Neutral
https://media.rtm.com/thegreatexchange/large/0d11514e-06f8-4fdf-a1e3-a398f78348d9.jpeg,16,Neutral
https://media.rtm.com/thegreatexchange/large/0a016400-d674-42ca-b1c2-829241c7ffa7.jpeg,78,Positive
https://media.rtm.com/thegreatexchange/large/869f9e78-c618-487f-8601-19a933cb6970.jpeg,24,Positive
https://media.rtm.com/thegreatexchange/large/13526268-382f-4325-8c59-3e4315cc9fea.jpeg,10,Neutral
https://media.rtm.com/thegreatexchange/large/748bd9a9-c97c-4f60-8c96-ebc4754595e7.jpeg,33,Positive
https://media.rtm.com/thegreatexchange/large/25507602-ab28-44ad-82f9-dff90e0d0827.jpeg,21,Negative
https://media.rtm.com/thegreatexchange/large/b8d6f7a3-dc65-4c89-8fe3-07c8629094de.jpeg,29,Positive
https://media.rtm.com/thegreatexchange/large/20ddc42f-c0f7-46ea-8ff3-022ba07a90b3.jpeg,60,Positive
https://media.rtm.com/thegreatexchange/large/565d0c6a-e3ec-4def-a530-d7e3dc2a7a70.jpeg,86,Positive
https://media.rtm.com/thegreatexchange/large/c85e7106-0469-4135-b5b4-d466ced7fb81.jpeg,4,Negative
https://media.rtm.com/thegreatexchange/large/7eaac566-ee7d-4bbd-b9cb-f5b115984e13.jpeg,4,Neutral
https://media.rtm.com/thegreatexchange/large/27758ceb-5e97-4987-a4b5-846ca9a910ee.jpeg,44,Positive
https://media.rtm.com/thegreatexchange/large/108aefc2-9a12-4d20-afd3-875b9d6faad8.jpeg,35,Positive
https://media.rtm.com/thegreatexchange/large/4d71e99d-e867-4a1d-8db0-8d9a4abde569.jpeg,53,Positive
https://media.rtm.com/thegreatexchange/large/360d8233-ea22-4b93-9ddb-30fa3cc1453e.jpeg,47,Positive
https://media.rtm.com/thegreatexchange/large/a2e56da8-b3c1-4c9b-bc8f-1aa59f917f29.jpeg,58,Positive
https://media.rtm.com/thegreatexchange/large/5b29cff8-d469-4b3e-b78a-4c9ab40e6e66.jpeg,14,Neutral
https://media.rtm.com/thegreatexchange/large/c93f5138-995a-44cf-8112-4128599854f9.jpeg,53,Negative
https://media.rtm.com/thegreatexchange/large/a9389d7e-256a-47d7-a6c0-09d27bd9238d.jpeg,92,Positive
https://media.rtm.com/thegreatexchange/large/3346be66-0034-4b0d-a3f8-c7dfbb2cc986.jpeg,41,Positive
https://media.rtm.com/thegreatexchange/large/57839a17-bb28-4e83-a486-2a5dc0136f0f.jpeg,2,Positive
https://media.rtm.com/thegreatexchange/large/dd44c768-ae6b-4b57-bd5f-be0049e62850.jpeg,2,Positive
https://media.rtm.com/thegreatexchange/large/3595b3fb-4eca-4257-b625-7f8ea0bd5c95.jpeg,71,Neutral
https://media.rtm.com/thegreatexchange/large/4fe9c20b-bd59-446c-9b8d-f0e5297fa1b1.jpeg,28,Neutral
https://media.rtm.com/thegreatexchange/large/e7e30847-b460-4a30-adc6-49c5925816d4.jpeg,23,Positive
https://media.rtm.com/thegreatexchange/large/a81f26e5-fd73-4bc6-8ab1-2dcea42d8f73.jpeg,33,Negative
https://media.rtm.com/thegreatexchange/large/cb73af20-31b6-4c08-8154-c366f0fba4f2.jpeg,73,Positive
https://media.rtm.com/thegreatexchange/large/18973345-f31a-410d-b38a-514b8efe7a30.jpeg,35,Positive
https://media.rtm.com/thegreatexchange/large/e81eb43a-91fb-4283-9bb4-1e5504bb3d5a.jpeg,44,Positive
https://media.rtm.com/thegreatexchange/large/d2fb8c75-328b-4fc1-8910-fd7da76691cf.jpeg,98,Positive
https://media.rtm.com/thegreatexchange/large/7a0d5f1f-2cba-4a94-b2b2-b45ad305519a.jpeg,54,Positive
https://media.rtm.com/thegreatexchange/large/ff757d1b-467c-41af-8a29-a31f4ff13b5d.jpeg,32,Positive
https://media.rtm.com/thegreatexchange/large/ef723304-4cb1-4060-9e4d-bae6e4c43216.jpeg,94,Positive
https://media.rtm.com/thegreatexchange/large/aa778fdd-7a2a-49ca-b930-b8bafb7230e2.jpeg,91,Positive
https://media.rtm.com/thegreatexchange/large/b0435d58-db07-4a68-bc85-aa6dc16495c8.jpeg,5,Positive
https://media.rtm.com/thegreatexchange/large/13cf7518-5c47-4377-b54c-47f78a54c32d.jpeg,28,Neutral
https://media.rtm.com/thegreatexchange/large/eb41d0ef-de71-42d6-b3c8-2ff6563fc127.jpeg,4,Positive
https://media.rtm.com/thegreatexchange/large/35a3b31e-3c68-4940-a572-176ea3d23e89.jpeg,42,Positive
https://media.rtm.com/thegreatexchange/large/4bd97ac1-2584-4e17-b8dc-aace62383852.jpeg,3,Negative
https://media.rtm.com/thegreatexchange/large/97784e99-85dd-4d76-aa32-3f787ca59c7d.jpeg,52,Positive
https://media.rtm.com/thegreatexchange/large/f74c78a5-d0c2-43d2-9314-2c8eca7ca5f0.jpeg,10,Negative
https://media.rtm.com/thegreatexchange/large/a3624aa7-f029-4f71-9f3b-642ca69bdd26.jpeg,84,Positive
https://media.rtm.com/thegreatexchange/large/0a666307-4d2d-4261-a13a-e80f58635134.jpeg,79,Positive
https://media.rtm.com/thegreatexchange/large/4cac3d30-2aa2-41b8-a4d9-23350c552f2f.jpeg,29,Positive
https://media.rtm.com/thegreatexchange/large/a7bb3f4e-02c7-4c8a-b7b2-a1c329c1dcb7.jpeg,31,Positive
https://media.rtm.com/thegreatexchange/large/6b29d373-bf07-4e79-84c5-16c4d92bb64a.jpeg,33,Neutral
https://media.rtm.com/thegreatexchange/large/5f4c949f-c4f4-4893-affc-d1443994b032.jpeg,93,Neutral
https://media.rtm.com/thegreatexchange/large/711d43cd-69ed-41a6-b09b-f76a33048bbf.jpeg,5,Positive
https://media.rtm.com/thegreatexchange/large/da7296ce-094e-4cb9-b203-ef5a4231d166.jpeg,33,Negative
https://media.rtm.com/thegreatexchange/large/808664f2-1605-43f2-81b3-88d786f7e76b.jpeg,64,Positive
https://media.rtm.com/thegreatexchange/large/9867d1ee-6ae8-40af-814e-b4040958a8f9.jpeg,54,Positive
https://media.rtm.com/thegreatexchange/large/73f8b5ba-2510-4f94-a12e-ff20318a6201.jpeg,44,Negative
https://media.rtm.com/thegreatexchange/large/26883a6f-eab5-468d-94da-89c260ad5712.jpeg,66,Positive
https://media.rtm.com/thegreatexchange/large/8ced7ee6-bcd9-484d-9c9b-dd0371c78078.jpeg,40,Neutral
https://media.rtm.com/thegreatexchange/large/35c232ac-e10c-463a-aba3-69da9a0fdc47.jpeg,33,Positive
https://media.rtm.com/thegreatexchange/large/c9b20528-478e-4460-918b-d403303fb30d.jpeg,36,Positive
https://media.rtm.com/thegreatexchange/large/900de248-9824-45e5-8ac7-268041ab5636.jpeg,38,Neutral
https://media.rtm.com/thegreatexchange/large/e3348054-23bb-4bbc-9852-518359537775.jpeg,95,Neutral
https://media.rtm.com/thegreatexchange/large/f938f27e-5878-4332-80a7-5ece39e57f4a.jpeg,15,Positive
https://media.rtm.com/thegreatexchange/large/82005c49-630c-4350-903b-d6da7728b7ff.jpeg,3,Neutral
https://media.rtm.com/thegreatexchange/large/d685bca0-66e8-4d67-9762-84aaa0918f73.jpeg,39,Positive
https://media.rtm.com/thegreatexchange/large/db9102dc-cad6-4a0c-b422-a7440f11bcb0.jpeg,92,Positive
https://media.rtm.com/thegreatexchange/large/9bb379bf-0579-4b37-a44e-f4dd2a78eb35.jpeg,56,Positive
https://media.rtm.com/thegreatexchange/large/02030dde-232a-490c-a697-5968b287a5a6.jpeg,25,Neutral
https://media.rtm.com/thegreatexchange/large/d2eb87a3-d705-4499-891c-3bc9ad521685.jpeg,85,Positive
https://media.rtm.com/thegreatexchange/large/b2aae344-e5d5-4dd6-b571-cf446d4d4068.jpeg,62,Positive
https://media.rtm.com/thegreatexchange/large/5736b41d-9c10-4f65-928a-54a10b3aaee3.jpeg,91,Negative
https://media.rtm.com/thegreatexchange/large/45c78084-a417-4222-a86d-7542a43abcaa.jpeg,90,Negative
https://media.rtm.com/thegreatexchange/large/32be6db4-4341-417d-9c5a-4ed1a1c7f251.jpeg,70,Neutral
https://media.rtm.com/thegreatexchange/large/0e6e37c7-18f4-425b-9eb3-827e9d773ea2.jpeg,19,Negative
https://media.rtm.com/thegreatexchange/large/c2693d89-3328-4f9b-baad-0c7f1c61afc9.jpeg,50,Positive
https://media.rtm.com/thegreatexchange/large/dd5beb64-eccc-48ce-8958-e2ed98793088.jpeg,40,Negative
https://media.rtm.com/thegreatexchange/large/866a93dd-c0a0-4e0f-8723-79bbc8c93124.jpeg,33,Negative
https://media.rtm.com/thegreatexchange/large/d7e91a96-5423-4c23-9dd6-08e68a218696.jpeg,41,Negative
https://media.rtm.com/thegreatexchange/large/5bd3ce35-5c87-4c60-a50f-3aa522568249.jpeg,3,Negative
https://media.rtm.com/thegreatexchange/large/a7fa6734-9782-4a7b-92f4-51995de836c6.jpeg,11,Neutral
https://media.rtm.com/thegreatexchange/large/f7a7e6a1-24ec-40fa-a0cd-9fd9fbc1ba3e.jpeg,46,Positive
https://media.rtm.com/thegreatexchange/large/fbe91017-ecbd-4f29-8c56-dc2bfd139d88.jpeg,51,Neutral
https://media.rtm.com/thegreatexchange/large/a30aa7fb-da50-40be-b273-d45e3133a424.jpeg,32,Neutral
https://media.rtm.com/thegreatexchange/large/733bd132-0d91-4a73-b482-9ce84a0e4dd2.jpeg,78,Neutral
https://media.rtm.com/thegreatexchange/large/6b92561b-d7f7-4c24-8531-2188bfed4040.jpeg,61,Negative
https://media.rtm.com/thegreatexchange/large/eca0b9be-171f-4373-8dad-b3a27c8f911d.jpeg,50,Negative
https://media.rtm.com/thegreatexchange/large/7b050556-4d55-4823-99d8-a8f20ae58aac.jpeg,98,Positive
https://media.rtm.com/thegreatexchange/large/57f4e90f-6264-45e1-a403-caac17ab3adb.jpeg,64,Negative
https://media.rtm.com/thegreatexchange/large/15e9fe29-658d-432c-87da-6223503b801a.jpeg,74,Neutral
https://media.rtm.com/thegreatexchange/large/c6c8713a-3fc4-4247-a7cc-c5dd38654c50.jpeg,20,Neutral
https://media.rtm.com/thegreatexchange/large/97c8bf63-24a7-4d7b-8136-66a02762a81a.jpeg,57,Neutral
https://media.rtm.com/thegreatexchange/large/7b37f757-5e6f-4c9d-a822-aa9be3c1b49b.jpeg,94,Positive
https://media.rtm.com/thegreatexchange/large/6441ef04-3c78-4f95-9ce1-4b2e16522078.jpeg,78,Positive
https://media.rtm.com/thegreatexchange/large/80b1a190-5cde-4f6b-a647-2c6add620b89.jpeg,93,Positive
https://media.rtm.com/thegreatexchange/large/fe9d775e-fa93-448f-b267-2b39e3d08586.jpeg,4,Positive
https://media.rtm.com/thegreatexchange/large/5c3b16f5-f40a-46ad-8f20-fca3e2f9126c.jpeg,27,Positive
https://media.rtm.com/thegreatexchange/large/bfa69350-b202-4985-bbaa-a8e5874a27d4.jpeg,50,Positive
https://media.rtm.com/thegreatexchange/large/a878dd9b-7d6f-48fa-b425-a59cf7635e95.jpeg,57,Positive
https://media.rtm.com/thegreatexchange/large/4e49b529-6832-477f-986b-7b0f441bdf55.jpeg,27,Positive
https://media.rtm.com/thegreatexchange/large/1e1174bf-39b6-48dc-9dfe-ea77398081d9.jpeg,60,Positive
https://media.rtm.com/thegreatexchange/large/368a3c40-1107-4c37-a0fa-3b75d43cfcfe.jpeg,26,Positive
https://media.rtm.com/thegreatexchange/large/be2202cd-96ea-4984-ad1c-b54f0a2bf2f9.jpeg,48,Positive
https://media.rtm.com/thegreatexchange/large/e2100b94-8f16-4ea5-823e-534d6fb7b941.jpeg,24,Positive
https://media.rtm.com/thegreatexchange/large/226b771d-7946-4eb4-a2ab-0262137c9757.jpeg,85,Negative
https://media.rtm.com/thegreatexchange/large/3db95b35-3a56-41b5-a170-c87b41d281b4.jpeg,78,Negative
https://media.rtm.com/thegreatexchange/large/aa07615a-eb3f-4c27-a198-8f8dc041ef77.jpeg,10,Positive
https://media.rtm.com/thegreatexchange/large/791862df-f63e-4025-aeac-d3f22c05b582.jpeg,64,Positive
https://media.rtm.com/thegreatexchange/large/638cb3bb-a400-4844-ab9d-f884c0b280da.jpeg,54,Positive
https://media.rtm.com/thegreatexchange/large/2184635c-77d4-47aa-870c-f4b9dd9433b8.jpeg,59,Positive
https://media.rtm.com/thegreatexchange/large/5b2d1ba3-8fa6-424b-8cba-4a12afbb2b1f.jpeg,93,Positive
https://media.rtm.com/thegreatexchange/large/a3cf369a-ad1c-4b82-ba0e-ccd7d8c37ae5.jpeg,5,Positive
https://media.rtm.com/thegreatexchange/large/08f6c1cd-feff-4229-88fb-ce2470501daa.jpeg,76,Positive
https://media.rtm.com/thegreatexchange/large/6207970c-7cc3-4687-b1c7-55005e5cdac5.jpeg,62,Neutral
https://media.rtm.com/thegreatexchange/large/2f3ae2a8-5e8b-48ce-a593-d4802bdd1c94.jpeg,19,Positive
https://media.rtm.com/thegreatexchange/large/e8d20d77-1594-4bf9-a687-7a5c60d2cfca.jpeg,84,Positive
https://media.rtm.com/thegreatexchange/large/98075f89-9be1-497b-8d73-28d93c55be36.jpeg,24,Positive
https://media.rtm.com/thegreatexchange/large/7d48bac9-1a49-40e7-a080-261eab3398fc.jpeg,39,Positive
https://media.rtm.com/thegreatexchange/large/13f2e63e-141f-49a3-a3e8-c5dd1febdf27.jpeg,91,Positive
https://media.rtm.com/thegreatexchange/large/920cb952-c4e3-4ced-9d83-afa2aca35149.jpeg,98,Positive
https://media.rtm.com/thegreatexchange/large/69ffd486-d06a-4666-ba05-9c4454fecf17.jpeg,4,Negative
https://media.rtm.com/thegreatexchange/large/92e11f96-b0f5-4d24-be95-8bc6e562f4f2.jpeg,42,Positive
https://media.rtm.com/thegreatexchange/large/6f9603d8-7f96-471f-9549-4c391a45a015.jpeg,37,Positive
https://media.rtm.com/thegreatexchange/large/0d426846-562c-42d8-bc34-e80054fdba23.jpeg,24,Positive
https://media.rtm.com/thegreatexchange/large/03f9b0ef-4515-455e-9219-26f2d7be4d1f.jpeg,69,Neutral
